alpaca,bray,bear,growl,27
alpaca,bray,bee,buzz,27
alpaca,bray,beetle,drone,27
alpaca,bray,cat,meow,27
alpaca,bray,cattle,moo,27
alpaca,bray,chicken,cluck,27
alpaca,bray,chimpanzee,scream,27
alpaca,bray,cicada,buzz,27
alpaca,bray,coyote,howl,27
alpaca,bray,cricket,chirp,27
alpaca,bray,crow,caw,27
alpaca,bray,deer,bellow,27
alpaca,bray,dog,bark,27
alpaca,bray,donkey,bray,27
alpaca,bray,duck,quack,27
alpaca,bray,elephant,trumpet,27
alpaca,bray,elk,bellow,27
alpaca,bray,ferret,dook,27
alpaca,bray,fly,buzz,27
alpaca,bray,fox,howl,27
alpaca,bray,frog,ribbit,27
alpaca,bray,goat,bleat,27
alpaca,bray,gorilla,grunt,27
alpaca,bray,hornet,buzz,27
alpaca,bray,horse,neigh,27
alpaca,bray,hound,bark,27
alpaca,bray,hyena,laugh,27
alpaca,bray,leopard,growl,27
alpaca,bray,lion,roar,27
alpaca,bray,magpie,chatter,27
alpaca,bray,mallard,quack,27
alpaca,bray,monkey,chatter,27
alpaca,bray,moose,bellow,27
alpaca,bray,mouse,squeak,27
alpaca,bray,mule,bray,27
alpaca,bray,pig,oink,27
alpaca,bray,pigeon,coo,27
alpaca,bray,rat,squeak,27
alpaca,bray,raven,caw,27
alpaca,bray,seal,bark,27
alpaca,bray,sheep,baa,27
alpaca,bray,snake,hiss,27
alpaca,bray,tiger,growl,27
alpaca,bray,toad,ribbit,27
alpaca,bray,turkey,gobble,27
alpaca,bray,wasp,buzz,27
alpaca,bray,whale,sing,27
alpaca,bray,wolf,howl,27
bear,growl,bee,buzz,27
bear,growl,beetle,drone,27
bear,growl,cat,meow,27
bear,growl,cattle,moo,27
bear,growl,chicken,cluck,27
bear,growl,chimpanzee,scream,27
bear,growl,cicada,buzz,27
bear,growl,coyote,howl,27
bear,growl,cricket,chirp,27
bear,growl,crow,caw,27
bear,growl,deer,bellow,27
bear,growl,dog,bark,27
bear,growl,donkey,bray,27
bear,growl,duck,quack,27
bear,growl,elephant,trumpet,27
bear,growl,elk,bellow,27
bear,growl,ferret,dook,27
bear,growl,fly,buzz,27
bear,growl,fox,howl,27
bear,growl,frog,ribbit,27
bear,growl,goat,bleat,27
bear,growl,gorilla,grunt,27
bear,growl,hornet,buzz,27
bear,growl,horse,neigh,27
bear,growl,hound,bark,27
bear,growl,hyena,laugh,27
bear,growl,leopard,growl,27
bear,growl,lion,roar,27
bear,growl,magpie,chatter,27
bear,growl,mallard,quack,27
bear,growl,monkey,chatter,27
bear,growl,moose,bellow,27
bear,growl,mouse,squeak,27
bear,growl,mule,bray,27
bear,growl,pig,oink,27
bear,growl,pigeon,coo,27
bear,growl,rat,squeak,27
bear,growl,raven,caw,27
bear,growl,seal,bark,27
bear,growl,sheep,baa,27
bear,growl,snake,hiss,27
bear,growl,tiger,growl,27
bear,growl,toad,ribbit,27
bear,growl,turkey,gobble,27
bear,growl,wasp,buzz,27
bear,growl,whale,sing,27
bear,growl,wolf,howl,27
bee,buzz,beetle,drone,27
bee,buzz,cat,meow,27
bee,buzz,cattle,moo,27
bee,buzz,chicken,cluck,27
bee,buzz,chimpanzee,scream,27
bee,buzz,cicada,buzz,27
bee,buzz,coyote,howl,27
bee,buzz,cricket,chirp,27
bee,buzz,crow,caw,27
bee,buzz,deer,bellow,27
bee,buzz,dog,bark,27
bee,buzz,donkey,bray,27
bee,buzz,duck,quack,27
bee,buzz,elephant,trumpet,27
bee,buzz,elk,bellow,27
bee,buzz,ferret,dook,27
bee,buzz,fly,buzz,27
bee,buzz,fox,howl,27
bee,buzz,frog,ribbit,27
bee,buzz,goat,bleat,27
bee,buzz,gorilla,grunt,27
bee,buzz,hornet,buzz,27
bee,buzz,horse,neigh,27
bee,buzz,hound,bark,27
bee,buzz,hyena,laugh,27
bee,buzz,leopard,growl,27
bee,buzz,lion,roar,27
bee,buzz,magpie,chatter,27
bee,buzz,mallard,quack,27
bee,buzz,monkey,chatter,27
bee,buzz,moose,bellow,27
bee,buzz,mouse,squeak,27
bee,buzz,mule,bray,27
bee,buzz,pig,oink,27
bee,buzz,pigeon,coo,27
bee,buzz,rat,squeak,27
bee,buzz,raven,caw,27
bee,buzz,seal,bark,27
bee,buzz,sheep,baa,27
bee,buzz,snake,hiss,27
bee,buzz,tiger,growl,27
bee,buzz,toad,ribbit,27
bee,buzz,turkey,gobble,27
bee,buzz,wasp,buzz,27
bee,buzz,whale,sing,27
bee,buzz,wolf,howl,27
beetle,drone,cat,meow,27
