take,action,airplane,cockpit,16
take,action,airport,terminal,16
take,action,air,puff,16
take,action,alligator,eye,16
take,action,ambulance,accelerator,16
take,action,ant,antenna,16
take,action,apple,core,16
take,action,apricot,juice,16
take,action,atmosphere,gas,16
take,action,audition,actor,16
take,action,automobile,trunk,16
take,action,bag,bottom,16
take,action,banana,peel,16
take,action,bank,money,16
take,action,baptism,priest,16
take,action,barnyard,henhouse,16
take,action,battleship,anchor,16
take,action,bear,claw,16
take,action,beaver,ear,16
take,action,bed,blanket,16
take,action,bedroom,bed,16
take,action,bed,sheet,16
take,action,beet,bulb,16
take,action,beetle,antenna,16
take,action,bicycle,wheel,16
take,action,birch,bark,16
take,action,bird,feathers,16
take,action,blood,droplets,16
take,action,blouse,arm,16
take,action,boat,motor,16
take,action,body,cell,16
take,action,bomb,detonator,16
take,action,bomber,back,16
take,action,bomb,explosive,16
take,action,bookcase,book,16
take,action,book,chapter,16
take,action,boots,leather,16
take,action,bottle,beer,16
take,action,bouquet,flower,16
take,action,bowl,bottom,16
take,action,box,bottom,16
take,action,bread,flour,16
take,action,broccoli,flower,16
take,action,building,floor,16
take,action,bull,beef,16
take,action,bunch,grape,16
take,action,bus,accelerator,16
take,action,bush,roots,16
take,action,bus,inside,16
take,action,butterfly,antenna,16
take,action,cabbage,head,16
take,action,cacophony,howls,16
take,action,cake,slice,16
take,action,cannon,ammo,16
take,action,car,accelerator,16
take,action,carnival,rides,16
take,action,car,oil,16
take,action,carp,bone,16
take,action,carpet,fibers,16
take,action,car,petrol,16
take,action,carp,eye,16
take,action,car,plate,16
take,action,carp,mouth,16
take,action,car,radiator,16
take,action,carrot,end,16
take,action,car,seat,16
take,action,case,evidence,16
take,action,castle,bathroom,16
take,action,cat,claw,16
take,action,catfish,bone,16
take,action,cat,fur,16
take,action,cathedral,altar,16
take,action,cat,leg,16
take,action,cauliflower,flower,16
take,action,cave,entrance,16
take,action,cedar,bark,16
take,action,celery,fiber,16
take,action,cello,back,16
take,action,chain,link,16
take,action,chair,arm,16
take,action,chapter,page,16
take,action,cherry,pit,16
take,action,chisel,blade,16
take,action,church,believers,16
take,action,cinema,film,16
take,action,circus,clown,16
take,action,city,block,16
take,action,clarinet,barrel,16
take,action,cloak,back,16
take,action,cloth,fibers,16
take,action,clothing,thread,16
take,action,coast,east,16
take,action,coat,arm,16
take,action,cockroach,antenna,16
take,action,cocktail,alcohol,16
take,action,coconut,hair,16
take,action,cod,bone,16
take,action,college,teachers,16
take,action,competition,athlete,16
take,action,computer,chip,16
take,action,concert,musician,16
take,action,concrete,cement,16
take,action,corn,carbohydrate,16
take,action,cottage,bathroom,16
take,action,couch,arm,16
take,action,country,city,16
take,action,cow,beef,16
take,action,cranberry,juice,16
take,action,crime,evidence,16
take,action,crow,beak,16
take,action,cucumber,peel,16
take,action,cypress,bark,16
take,action,dagger,blade,16
take,action,dance,step,16
take,action,day,hour,16
take,action,deer,antler,16
take,action,desk,drawer,16
take,action,dishwasher,button,16
take,action,doctor,degree,16
take,action,dog,tail,16
take,action,dollar,coins,16
take,action,dolphin,bone,16
take,action,donkey,bit,16
take,action,dove,beak,16
take,action,dress,arm,16
take,action,dresser,clothes,16
take,action,dress,fabric,16
take,action,eagle,beak,16
take,action,ear,lobes,16
take,action,egg,yolk,16
take,action,elephant,ear,16
take,action,elm,bark,16
take,action,employee,job,16
take,action,expert,experience,16
take,action,eye,lashes,16
take,action,falcon,beak,16
take,action,farmer,crops,16
take,action,feet,inches,16
take,action,ferry,anchor,16
take,action,fighter,back,16
take,action,fish,fin,16
take,action,flashlight,bulb,16
take,action,flower,stem,16
take,action,flute,copper,16
take,action,food,meal,16
take,action,foot,inch,16
take,action,forest,tree,16
take,action,fork,end,16
take,action,fox,ear,16
take,action,freezer,door,16
take,action,fridge,door,16
take,action,frigate,anchor,16
take,action,frog,blood,16
take,action,funeral,coffin,16
take,action,gallon,ounce,16
take,action,game,players,16
take,action,garden,flowers,16
take,action,garlic,bulb,16
take,action,glass,silicone,16
take,action,glove,cashmere,16
take,action,goat,beard,16
take,action,goldfish,bone,16
take,action,goose,beak,16
take,action,gorilla,arm,16
take,action,graduation,diploma,16
take,action,grapefruit,juice,16
take,action,grape,juice,16
take,action,grasshopper,antenna,16
take,action,grenade,case,16
take,action,guitar,back,16
take,action,gun,ammo,16
take,action,hammer,handle,16
take,action,hand,clock,16
take,action,hat,back,16
take,action,hatchet,blade,16
take,action,hat,crown,16
take,action,hawk,beak,16
take,action,helicopter,back,16
take,action,herring,bone,16
take,action,hill,top,16
take,action,hive,bee,16
take,action,home,foyer,16
take,action,homeowner,door,16
take,action,hornet,antenna,16
take,action,horse,bit,16
take,action,hospital,bed,16
take,action,hotel,bar,16
take,action,hour,seconds,16
take,action,house,bedroom,16
take,action,ice,water,16
take,action,instant,nanosecond,16
take,action,investor,investments,16
take,action,jacket,arm,16
take,action,jar,bottom,16
take,action,jeans,zipper,16
take,action,jet,back,16
take,action,jug,milk,16
take,action,knife,blade,16
take,action,lamp,shade,16
take,action,lawn,grass,16
take,action,lawyer,clients,16
take,action,lemon,juice,16
take,action,lettuce,leaf,16
take,action,library,book,16
take,action,lime,juice,16
take,action,lion,claw,16
take,action,lizard,blood,16
take,action,lyrics,songwriter,16
take,action,mackerel,bone,16
take,action,mailbox,flag,16
take,action,mall,shops,16
take,action,mammal,hair,16
take,action,mansion,rooms,16
take,action,meal,courses,16
take,action,medicine,capsule,16
take,action,meet,athlete,16
take,action,minute,second,16
take,action,missile,engine,16
take,action,money,paper,16
take,action,moth,antenna,16
take,action,mother,children,16
take,action,moth,head,16
take,action,motorcycle,accelerator,16
take,action,mouth,lips,16
take,action,movie,scene,16
take,action,mug,bottom,16
take,action,musician,music,16
take,action,oak,bark,16
take,action,ocean,water,16
take,action,omelette,eggs,16
take,action,onion,bulb,16
take,action,oven,broiler,16
take,action,owl,beak,16
take,action,page,paragraph,16
take,action,parsley,leaf,16
take,action,party,alcohol,16
take,action,peach,juice,16
take,action,pear,core,16
take,action,penguin,beak,16
take,action,pheasant,beak,16
take,action,phone,antenna,16
take,action,piano,back,16
take,action,picnic,blanket,16
take,action,pie,slices,16
take,action,pig,ear,16
take,action,pigeon,beak,16
take,action,pig,eye,16
take,action,pineapple,core,16
take,action,pine,bark,16
take,action,pistol,ammo,16
take,action,pizza,slice,16
take,action,plastic,polymer,16
take,action,play,act,16
take,action,plum,juice,16
take,action,poem,verses,16
take,action,pool,water,16
take,action,potato,carbohydrate,16
take,action,pound,ounce,16
take,action,prayer,reverence,16
take,action,professor,students,16
take,action,proprietor,employees,16
take,action,pub,alcohol,16
take,action,quarter,pennies,16
take,action,quilt,squares,16
take,action,rabbit,ear,16
take,action,radio,amplifier,16
take,action,radish,bulb,16
take,action,rake,handle,16
take,action,rat,ear,16
take,action,recipe,ingredient,16
take,action,refinery,gas,16
take,action,remote,buttons,16
take,action,restaurant,bar,16
take,action,revolver,ammo,16
take,action,rifle,ammo,16
take,action,river,bed,16
take,action,robe,back,16
take,action,robin,beak,16
take,action,roof,shingles,16
take,action,salmon,bone,16
take,action,saw,blade,16
take,action,saxophone,bore,16
take,action,scarf,cashmere,16
take,action,scholar,books,16
take,action,school,student,16
take,action,scooter,accelerator,16
take,action,screen,computer,16
take,action,screwdriver,end,16
take,action,sheep,ear,16
take,action,ship,deck,16
take,action,shirt,arm,16
take,action,shoe,sole,16
take,action,shore,sea,16
take,action,shovel,blade,16
take,action,shrubs,roots,16
take,action,sieve,frame,16
take,action,snake,bone,16
take,action,sock,thread,16
take,action,sofa,arm,16
take,action,song,notes,16
take,action,songwriter,lyrics,16
take,action,soup,spoonful,16
take,action,spade,blade,16
take,action,spear,barb,16
take,action,spinach,iron,16
take,action,spoon,handle,16
take,action,squirrel,ear,16
take,action,state,city,16
take,action,stereo,amplifier,16
take,action,stove,burner,16
take,action,strawberry,leaf,16
take,action,supermarket,aisle,16
take,action,swan,beak,16
take,action,sweater,arm,16
take,action,sword,blade,16
take,action,symphony,movements,16
take,action,table,cloth,16
take,action,tanker,anchor,16
take,action,teacher,students,16
take,action,team,players,16
take,action,television,amplifier,16
take,action,thread,snip,16
take,action,tiger,claw,16
take,action,toaster,bread,16
take,action,train,back,16
take,action,tree,bark,16
take,action,trout,bone,16
take,action,truck,accelerator,16
take,action,trumpet,bore,16
take,action,tuna,bone,16
take,action,turtle,eye,16
take,action,van,accelerator,16
take,action,vest,back,16
take,action,villa,bathroom,16
take,action,violin,back,16
take,action,vulture,beak,16
take,action,wall,bricks,16
take,action,wardrobe,bar,16
take,action,washer,basket,16
take,action,wasp,antenna,16
take,action,week,day,16
take,action,whale,bone,16
take,action,wig,hair,16
take,action,willow,bark,16
take,action,wine,alcohol,16
take,action,wire,metal,16
take,action,words,letters,16
take,action,wrench,handle,16
take,action,yacht,anchor,16
take,action,yogurt,milk,16
take,action,zebra,stripes,16
airplane,cockpit,airport,terminal,16
airplane,cockpit,air,puff,16
airplane,cockpit,alligator,eye,16
airplane,cockpit,ambulance,accelerator,16
airplane,cockpit,ant,antenna,16
airplane,cockpit,apple,core,16
airplane,cockpit,apricot,juice,16
airplane,cockpit,atmosphere,gas,16
airplane,cockpit,audition,actor,16
airplane,cockpit,automobile,trunk,16
airplane,cockpit,bag,bottom,16
airplane,cockpit,banana,peel,16
airplane,cockpit,bank,money,16
airplane,cockpit,baptism,priest,16
airplane,cockpit,barnyard,henhouse,16
airplane,cockpit,battleship,anchor,16
airplane,cockpit,bear,claw,16
airplane,cockpit,beaver,ear,16
airplane,cockpit,bed,blanket,16
airplane,cockpit,bedroom,bed,16
airplane,cockpit,bed,sheet,16
airplane,cockpit,beet,bulb,16
airplane,cockpit,beetle,antenna,16
airplane,cockpit,bicycle,wheel,16
airplane,cockpit,birch,bark,16
airplane,cockpit,bird,feathers,16
airplane,cockpit,blood,droplets,16
airplane,cockpit,blouse,arm,16
airplane,cockpit,boat,motor,16
airplane,cockpit,body,cell,16
