year,years,accelerate,reaccelerate,18
year,years,acquisition,reacquisition,18
year,years,adjust,readjust,18
year,years,admit,readmit,18
year,years,appear,reappear,18
year,years,appointment,reappointment,18
year,years,appraisal,reappraisal,18
year,years,arm,rearm,18
year,years,arrange,rearrange,18
year,years,assemble,reassemble,18
year,years,assertion,reassertion,18
year,years,assert,reassert,18
year,years,assessment,reassessment,18
year,years,assess,reassess,18
year,years,assume,reassume,18
year,years,assure,reassure,18
year,years,awaken,reawaken,18
year,years,bid,rebid,18
year,years,birth,rebirth,18
year,years,book,rebook,18
year,years,brand,rebrand,18
year,years,broadcast,rebroadcast,18
year,years,calculate,recalculate,18
year,years,call,recall,18
year,years,cast,recast,18
year,years,certify,recertify,18
year,years,charge,recharge,18
year,years,classify,reclassify,18
year,years,condition,recondition,18
year,years,configure,reconfigure,18
year,years,connection,reconnection,18
year,years,conquer,reconquer,18
year,years,conquest,reconquest,18
year,years,conversion,reconversion,18
year,years,count,recount,18
year,years,cycle,recycle,18
year,years,definition,redefinition,18
year,years,direct,redirect,18
year,years,discount,rediscount,18
year,years,do,redo,18
year,years,double,redouble,18
year,years,draw,redraw,18
year,years,election,reelection,18
year,years,elect,reelect,18
year,years,enactment,reenactment,18
year,years,engagement,reengagement,18
year,years,entry,reentry,18
year,years,evaluated,reevaluated,18
year,years,evaluate,reevaluate,18
year,years,evaluating,reevaluating,18
year,years,examining,reexamining,18
year,years,file,refile,18
year,years,focus,refocus,18
year,years,forestation,reforestation,18
year,years,gain,regain,18
year,years,grade,regrade,18
year,years,group,regroup,18
year,years,hear,rehear,18
year,years,heat,reheat,18
year,years,hire,rehire,18
year,years,install,reinstall,18
year,years,instate,reinstate,18
year,years,insurance,reinsurance,18
year,years,interpret,reinterpret,18
year,years,invent,reinvent,18
year,years,invest,reinvest,18
year,years,issue,reissue,18
year,years,jig,rejig,18
year,years,link,relink,18
year,years,live,relive,18
year,years,load,reload,18
year,years,location,relocation,18
year,years,look,relook,18
year,years,make,remake,18
year,years,marriage,remarriage,18
year,years,match,rematch,18
year,years,model,remodel,18
year,years,name,rename,18
year,years,new,renew,18
year,years,occurrence,reoccurrence,18
year,years,open,reopen,18
year,years,organize,reorganize,18
year,years,paid,repaid,18
year,years,paying,repaying,18
year,years,petition,repetition,18
year,years,phrase,rephrase,18
year,years,playing,replaying,18
year,years,populate,repopulate,18
year,years,print,reprint,18
year,years,purchase,repurchase,18
year,years,qualify,requalify,18
year,years,register,reregister,18
year,years,route,reroute,18
year,years,run,rerun,18
year,years,schedule,reschedule,18
year,years,shuffle,reshuffle,18
year,years,size,resize,18
year,years,sort,resort,18
year,years,stage,restage,18
year,years,start,restart,18
year,years,state,restate,18
year,years,stenosis,restenosis,18
year,years,surface,resurface,18
year,years,survey,resurvey,18
year,years,target,retarget,18
year,years,think,rethink,18
year,years,transmission,retransmission,18
year,years,treatment,retreatment,18
year,years,trial,retrial,18
year,years,try,retry,18
year,years,union,reunion,18
year,years,uptake,reuptake,18
year,years,valuation,revaluation,18
year,years,vamp,revamp,18
year,years,vision,revision,18
year,years,work,rework,18
year,years,write,rewrite,18
accelerate,reaccelerate,acquisition,reacquisition,18
accelerate,reaccelerate,adjust,readjust,18
accelerate,reaccelerate,admit,readmit,18
accelerate,reaccelerate,appear,reappear,18
accelerate,reaccelerate,appointment,reappointment,18
accelerate,reaccelerate,appraisal,reappraisal,18
accelerate,reaccelerate,arm,rearm,18
accelerate,reaccelerate,arrange,rearrange,18
accelerate,reaccelerate,assemble,reassemble,18
accelerate,reaccelerate,assertion,reassertion,18
accelerate,reaccelerate,assert,reassert,18
accelerate,reaccelerate,assessment,reassessment,18
accelerate,reaccelerate,assess,reassess,18
accelerate,reaccelerate,assume,reassume,18
accelerate,reaccelerate,assure,reassure,18
accelerate,reaccelerate,awaken,reawaken,18
accelerate,reaccelerate,bid,rebid,18
accelerate,reaccelerate,birth,rebirth,18
accelerate,reaccelerate,book,rebook,18
accelerate,reaccelerate,brand,rebrand,18
accelerate,reaccelerate,broadcast,rebroadcast,18
accelerate,reaccelerate,calculate,recalculate,18
accelerate,reaccelerate,call,recall,18
accelerate,reaccelerate,cast,recast,18
accelerate,reaccelerate,certify,recertify,18
accelerate,reaccelerate,charge,recharge,18
accelerate,reaccelerate,classify,reclassify,18
accelerate,reaccelerate,condition,recondition,18
accelerate,reaccelerate,configure,reconfigure,18
accelerate,reaccelerate,connection,reconnection,18
accelerate,reaccelerate,conquer,reconquer,18
accelerate,reaccelerate,conquest,reconquest,18
accelerate,reaccelerate,conversion,reconversion,18
accelerate,reaccelerate,count,recount,18
accelerate,reaccelerate,cycle,recycle,18
accelerate,reaccelerate,definition,redefinition,18
accelerate,reaccelerate,direct,redirect,18
accelerate,reaccelerate,discount,rediscount,18
accelerate,reaccelerate,do,redo,18
accelerate,reaccelerate,double,redouble,18
accelerate,reaccelerate,draw,redraw,18
accelerate,reaccelerate,election,reelection,18
accelerate,reaccelerate,elect,reelect,18
accelerate,reaccelerate,enactment,reenactment,18
accelerate,reaccelerate,engagement,reengagement,18
accelerate,reaccelerate,entry,reentry,18
accelerate,reaccelerate,evaluated,reevaluated,18
accelerate,reaccelerate,evaluate,reevaluate,18
accelerate,reaccelerate,evaluating,reevaluating,18
accelerate,reaccelerate,examining,reexamining,18
accelerate,reaccelerate,file,refile,18
accelerate,reaccelerate,focus,refocus,18
accelerate,reaccelerate,forestation,reforestation,18
accelerate,reaccelerate,gain,regain,18
accelerate,reaccelerate,grade,regrade,18
accelerate,reaccelerate,group,regroup,18
accelerate,reaccelerate,hear,rehear,18
accelerate,reaccelerate,heat,reheat,18
accelerate,reaccelerate,hire,rehire,18
accelerate,reaccelerate,install,reinstall,18
accelerate,reaccelerate,instate,reinstate,18
accelerate,reaccelerate,insurance,reinsurance,18
accelerate,reaccelerate,interpret,reinterpret,18
accelerate,reaccelerate,invent,reinvent,18
accelerate,reaccelerate,invest,reinvest,18
accelerate,reaccelerate,issue,reissue,18
accelerate,reaccelerate,jig,rejig,18
accelerate,reaccelerate,link,relink,18
accelerate,reaccelerate,live,relive,18
accelerate,reaccelerate,load,reload,18
accelerate,reaccelerate,location,relocation,18
accelerate,reaccelerate,look,relook,18
accelerate,reaccelerate,make,remake,18
accelerate,reaccelerate,marriage,remarriage,18
accelerate,reaccelerate,match,rematch,18
accelerate,reaccelerate,model,remodel,18
accelerate,reaccelerate,name,rename,18
accelerate,reaccelerate,new,renew,18
accelerate,reaccelerate,occurrence,reoccurrence,18
accelerate,reaccelerate,open,reopen,18
accelerate,reaccelerate,organize,reorganize,18
accelerate,reaccelerate,paid,repaid,18
accelerate,reaccelerate,paying,repaying,18
accelerate,reaccelerate,petition,repetition,18
accelerate,reaccelerate,phrase,rephrase,18
accelerate,reaccelerate,playing,replaying,18
accelerate,reaccelerate,populate,repopulate,18
accelerate,reaccelerate,print,reprint,18
accelerate,reaccelerate,purchase,repurchase,18
accelerate,reaccelerate,qualify,requalify,18
accelerate,reaccelerate,register,reregister,18
accelerate,reaccelerate,route,reroute,18
accelerate,reaccelerate,run,rerun,18
accelerate,reaccelerate,schedule,reschedule,18
accelerate,reaccelerate,shuffle,reshuffle,18
accelerate,reaccelerate,size,resize,18
accelerate,reaccelerate,sort,resort,18
accelerate,reaccelerate,stage,restage,18
accelerate,reaccelerate,start,restart,18
accelerate,reaccelerate,state,restate,18
accelerate,reaccelerate,stenosis,restenosis,18
accelerate,reaccelerate,surface,resurface,18
accelerate,reaccelerate,survey,resurvey,18
accelerate,reaccelerate,target,retarget,18
accelerate,reaccelerate,think,rethink,18
accelerate,reaccelerate,transmission,retransmission,18
accelerate,reaccelerate,treatment,retreatment,18
accelerate,reaccelerate,trial,retrial,18
accelerate,reaccelerate,try,retry,18
accelerate,reaccelerate,union,reunion,18
accelerate,reaccelerate,uptake,reuptake,18
accelerate,reaccelerate,valuation,revaluation,18
accelerate,reaccelerate,vamp,revamp,18
accelerate,reaccelerate,vision,revision,18
accelerate,reaccelerate,work,rework,18
accelerate,reaccelerate,write,rewrite,18
acquisition,reacquisition,adjust,readjust,18
acquisition,reacquisition,admit,readmit,18
acquisition,reacquisition,appear,reappear,18
acquisition,reacquisition,appointment,reappointment,18
acquisition,reacquisition,appraisal,reappraisal,18
acquisition,reacquisition,arm,rearm,18
acquisition,reacquisition,arrange,rearrange,18
acquisition,reacquisition,assemble,reassemble,18
acquisition,reacquisition,assertion,reassertion,18
acquisition,reacquisition,assert,reassert,18
acquisition,reacquisition,assessment,reassessment,18
acquisition,reacquisition,assess,reassess,18
acquisition,reacquisition,assume,reassume,18
acquisition,reacquisition,assure,reassure,18
acquisition,reacquisition,awaken,reawaken,18
acquisition,reacquisition,bid,rebid,18
acquisition,reacquisition,birth,rebirth,18
acquisition,reacquisition,book,rebook,18
acquisition,reacquisition,brand,rebrand,18
acquisition,reacquisition,broadcast,rebroadcast,18
acquisition,reacquisition,calculate,recalculate,18
acquisition,reacquisition,call,recall,18
acquisition,reacquisition,cast,recast,18
acquisition,reacquisition,certify,recertify,18
acquisition,reacquisition,charge,recharge,18
acquisition,reacquisition,classify,reclassify,18
acquisition,reacquisition,condition,recondition,18
acquisition,reacquisition,configure,reconfigure,18
acquisition,reacquisition,connection,reconnection,18
acquisition,reacquisition,conquer,reconquer,18
acquisition,reacquisition,conquest,reconquest,18
acquisition,reacquisition,conversion,reconversion,18
acquisition,reacquisition,count,recount,18
acquisition,reacquisition,cycle,recycle,18
acquisition,reacquisition,definition,redefinition,18
acquisition,reacquisition,direct,redirect,18
acquisition,reacquisition,discount,rediscount,18
acquisition,reacquisition,do,redo,18
acquisition,reacquisition,double,redouble,18
acquisition,reacquisition,draw,redraw,18
acquisition,reacquisition,election,reelection,18
acquisition,reacquisition,elect,reelect,18
