work,works,accepts,accepted,34
work,works,accommodates,accommodated,34
work,works,allows,allowed,34
work,works,asks,asked,34
work,works,avoids,avoided,34
work,works,becomes,became,34
work,works,begins,began,34
work,works,believes,believed,34
work,works,brings,brought,34
work,works,builds,built,34
work,works,buys,bought,34
work,works,calls,called,34
work,works,celebrates,celebrated,34
work,works,changes,changed,34
work,works,comes,came,34
work,works,considers,considered,34
work,works,continues,continued,34
work,works,creates,created,34
work,works,decides,decided,34
work,works,determines,determined,34
work,works,develops,developed,34
work,works,discusses,discussed,34
work,works,does,did,34
work,works,earns,earned,34
work,works,eliminates,eliminated,34
work,works,ends,ended,34
work,works,ensures,ensured,34
work,works,extends,extended,34
work,works,feels,felt,34
work,works,finds,found,34
work,works,follows,followed,34
work,works,gets,got,34
work,works,gives,gave,34
work,works,goes,went,34
work,works,happens,happened,34
work,works,has,had,34
work,works,helps,helped,34
work,works,holds,held,34
work,works,improves,improved,34
work,works,includes,included,34
work,works,increases,increased,34
work,works,is,was,34
work,works,joins,joined,34
work,works,keeps,kept,34
work,works,knows,knew,34
work,works,leads,led,34
work,works,learns,learned,34
work,works,leaves,left,34
work,works,likes,liked,34
work,works,lives,lived,34
work,works,looks,looked,34
work,works,makes,made,34
work,works,meets,met,34
work,works,moves,moved,34
work,works,needs,needed,34
work,works,offers,offered,34
work,works,opens,opened,34
work,works,pays,paid,34
work,works,plays,played,34
work,works,preserves,preserved,34
work,works,prevents,prevented,34
work,works,produces,produced,34
work,works,promotes,promoted,34
work,works,protects,protected,34
work,works,proves,proved,34
work,works,provides,provided,34
work,works,raises,raised,34
work,works,reaches,reached,34
work,works,receives,received,34
work,works,recognizes,recognized,34
work,works,reduces,reduced,34
work,works,remains,remained,34
work,works,requires,required,34
work,works,resolves,resolved,34
work,works,returns,returned,34
work,works,runs,ran,34
work,works,saves,saved,34
work,works,says,said,34
work,works,seeks,sought,34
work,works,seems,seemed,34
work,works,sees,saw,34
work,works,sells,sold,34
work,works,sends,sent,34
work,works,serves,served,34
work,works,shows,showed,34
work,works,starts,started,34
work,works,stays,stayed,34
work,works,stops,stopped,34
work,works,studies,studied,34
work,works,supports,supported,34
work,works,takes,took,34
work,works,tells,told,34
work,works,thinks,thought,34
work,works,tries,tried,34
work,works,turns,turned,34
work,works,understands,understood,34
work,works,uses,used,34
work,works,wants,wanted,34
work,works,wins,won,34
accepts,accepted,accommodates,accommodated,34
accepts,accepted,allows,allowed,34
accepts,accepted,asks,asked,34
accepts,accepted,avoids,avoided,34
accepts,accepted,becomes,became,34
accepts,accepted,begins,began,34
accepts,accepted,believes,believed,34
accepts,accepted,brings,brought,34
accepts,accepted,builds,built,34
accepts,accepted,buys,bought,34
accepts,accepted,calls,called,34
accepts,accepted,celebrates,celebrated,34
accepts,accepted,changes,changed,34
accepts,accepted,comes,came,34
accepts,accepted,considers,considered,34
accepts,accepted,continues,continued,34
accepts,accepted,creates,created,34
accepts,accepted,decides,decided,34
accepts,accepted,determines,determined,34
accepts,accepted,develops,developed,34
accepts,accepted,discusses,discussed,34
accepts,accepted,does,did,34
accepts,accepted,earns,earned,34
accepts,accepted,eliminates,eliminated,34
accepts,accepted,ends,ended,34
accepts,accepted,ensures,ensured,34
accepts,accepted,extends,extended,34
accepts,accepted,feels,felt,34
accepts,accepted,finds,found,34
accepts,accepted,follows,followed,34
accepts,accepted,gets,got,34
accepts,accepted,gives,gave,34
accepts,accepted,goes,went,34
accepts,accepted,happens,happened,34
accepts,accepted,has,had,34
accepts,accepted,helps,helped,34
accepts,accepted,holds,held,34
accepts,accepted,improves,improved,34
accepts,accepted,includes,included,34
accepts,accepted,increases,increased,34
accepts,accepted,is,was,34
accepts,accepted,joins,joined,34
