andorra,catalan,argentina,spanish
andorra,catalan,australia,english
andorra,catalan,austria,german
andorra,catalan,bahamas,english
andorra,catalan,bangladesh,bengali
andorra,catalan,bangladesh,bangla
andorra,catalan,barbados,english
andorra,catalan,belize,english
andorra,catalan,bolivia,spanish
andorra,catalan,brazil,portuguese
andorra,catalan,cambodia,khmer
andorra,catalan,canada,english
andorra,catalan,canada,french
andorra,catalan,chile,spanish
andorra,catalan,colombia,spanish
andorra,catalan,cuba,spanish
andorra,catalan,cyprus,greek
andorra,catalan,cyprus,turkish
andorra,catalan,denmark,danish
andorra,catalan,denmark,faroese
andorra,catalan,denmark,greenlandic
andorra,catalan,denmark,german
andorra,catalan,ecuador,spanish
andorra,catalan,ecuador,quechua
andorra,catalan,egypt,arabic
andorra,catalan,ethiopia,amharic
andorra,catalan,fiji,english
andorra,catalan,guadeloupe,french
andorra,catalan,guam,english
andorra,catalan,guam,chamorro
andorra,catalan,guatemala,spanish
andorra,catalan,guyana,english
andorra,catalan,haiti,creole
andorra,catalan,haiti,french
andorra,catalan,iran,persian
andorra,catalan,iraq,arabic
andorra,catalan,iraq,kurdish
andorra,catalan,ireland,english
andorra,catalan,ireland,irish
andorra,catalan,ireland,gaelic
andorra,catalan,israel,hebrew
andorra,catalan,israel,arabic
andorra,catalan,jamaica,english
andorra,catalan,jamaica,creole
andorra,catalan,jordan,arabic
andorra,catalan,kazakhstan,kazak
andorra,catalan,kazakhstan,kazakh
andorra,catalan,kazakhstan,russian
andorra,catalan,kosovo,albanian
andorra,catalan,kosovo,serbian
andorra,catalan,kuwait,arabic
andorra,catalan,mexico,spanish
andorra,catalan,mexico,nahuatl
andorra,catalan,moldova,moldovan
andorra,catalan,moldova,romanian
andorra,catalan,morocco,berber
andorra,catalan,morocco,arabic
andorra,catalan,mozambique,portuguese
andorra,catalan,netherlands,dutch
andorra,catalan,netherlands,frisian
andorra,catalan,nicaragua,spanish
andorra,catalan,norway,norwegian
andorra,catalan,norway,nynorsk
andorra,catalan,palestine,arabic
andorra,catalan,peru,spanish
andorra,catalan,philippines,tagalog
andorra,catalan,philippines,filipino
andorra,catalan,switzerland,german
andorra,catalan,switzerland,french
andorra,catalan,switzerland,italian
andorra,catalan,syria,arabic
andorra,catalan,taiwan,chinese
andorra,catalan,usa,english
andorra,catalan,venezuela,spanish
argentina,spanish,australia,english
argentina,spanish,austria,german
argentina,spanish,bahamas,english
argentina,spanish,bangladesh,bengali
argentina,spanish,bangladesh,bangla
argentina,spanish,barbados,english
argentina,spanish,belize,english
argentina,spanish,bolivia,spanish
argentina,spanish,brazil,portuguese
argentina,spanish,cambodia,khmer
argentina,spanish,canada,english
argentina,spanish,canada,french
argentina,spanish,chile,spanish
argentina,spanish,colombia,spanish
argentina,spanish,cuba,spanish
argentina,spanish,cyprus,greek
argentina,spanish,cyprus,turkish
argentina,spanish,denmark,danish
argentina,spanish,denmark,faroese
argentina,spanish,denmark,greenlandic
argentina,spanish,denmark,german
argentina,spanish,ecuador,spanish
argentina,spanish,ecuador,quechua
argentina,spanish,egypt,arabic
argentina,spanish,ethiopia,amharic
argentina,spanish,fiji,english
argentina,spanish,guadeloupe,french
argentina,spanish,guam,english
argentina,spanish,guam,chamorro
argentina,spanish,guatemala,spanish
argentina,spanish,guyana,english
argentina,spanish,haiti,creole
argentina,spanish,haiti,french
argentina,spanish,iran,persian
argentina,spanish,iraq,arabic
argentina,spanish,iraq,kurdish
argentina,spanish,ireland,english
argentina,spanish,ireland,irish
argentina,spanish,ireland,gaelic
argentina,spanish,israel,hebrew
argentina,spanish,israel,arabic
argentina,spanish,jamaica,english
