chicago,illinois,houston,texas,4
chicago,philadelphia,illinois,pennsylvania,4
chicago,illinois,phoenix,arizona,4
chicago,dallas,illinois,texas,4
chicago,illinois,jacksonville,florida,4
chicago,indianapolis,illinois,indiana,4
chicago,illinois,austin,texas,4
chicago,detroit,illinois,michigan,4
chicago,illinois,memphis,tennessee,4
chicago,boston,illinois,massachusetts,4
chicago,illinois,seattle,washington,4
chicago,denver,illinois,colorado,4
chicago,illinois,baltimore,maryland,4
chicago,nashville,illinois,tennessee,4
chicago,illinois,louisville,kentucky,4
chicago,milwaukee,illinois,wisconsin,4
chicago,illinois,portland,oregon,4
chicago,tucson,illinois,arizona,4
chicago,illinois,fresno,california,4
chicago,sacramento,illinois,california,4
chicago,illinois,mesa,arizona,4
chicago,atlanta,illinois,georgia,4
chicago,illinois,omaha,nebraska,4
chicago,miami,illinois,florida,4
chicago,illinois,tulsa,oklahoma,4
chicago,oakland,illinois,california,4
chicago,illinois,cleveland,ohio,4
chicago,minneapolis,illinois,minnesota,4
chicago,illinois,wichita,kansas,4
chicago,arlington,illinois,texas,4
chicago,illinois,bakersfield,california,4
chicago,tampa,illinois,florida,4
chicago,illinois,anaheim,california,4
chicago,honolulu,illinois,hawaii,4
chicago,illinois,pittsburgh,pennsylvania,4
chicago,lexington,illinois,kentucky,4
chicago,illinois,stockton,california,4
chicago,cincinnati,illinois,ohio,4
chicago,illinois,anchorage,alaska,4
houston,philadelphia,texas,pennsylvania,4
houston,texas,phoenix,arizona,4
houston,jacksonville,texas,florida,4
houston,texas,indianapolis,indiana,4
houston,detroit,texas,michigan,4
houston,texas,memphis,tennessee,4
houston,boston,texas,massachusetts,4
houston,texas,seattle,washington,4
houston,denver,texas,colorado,4
houston,texas,baltimore,maryland,4
houston,nashville,texas,tennessee,4
houston,texas,louisville,kentucky,4
houston,milwaukee,texas,wisconsin,4
houston,texas,portland,oregon,4
houston,tucson,texas,arizona,4
houston,texas,fresno,california,4
houston,sacramento,texas,california,4
houston,texas,mesa,arizona,4
houston,atlanta,texas,georgia,4
houston,texas,omaha,nebraska,4
houston,miami,texas,florida,4
houston,texas,tulsa,oklahoma,4
houston,oakland,texas,california,4
houston,texas,cleveland,ohio,4
houston,minneapolis,texas,minnesota,4
houston,texas,wichita,kansas,4
houston,bakersfield,texas,california,4
houston,texas,tampa,florida,4
houston,anaheim,texas,california,4
houston,texas,honolulu,hawaii,4
houston,pittsburgh,texas,pennsylvania,4
houston,texas,lexington,kentucky,4
houston,stockton,texas,california,4
houston,texas,cincinnati,ohio,4
houston,anchorage,texas,alaska,4
houston,texas,toledo,ohio,4
philadelphia,phoenix,pennsylvania,arizona,4
philadelphia,pennsylvania,dallas,texas,4
philadelphia,jacksonville,pennsylvania,florida,4
philadelphia,pennsylvania,indianapolis,indiana,4
philadelphia,austin,pennsylvania,texas,4
philadelphia,pennsylvania,detroit,michigan,4
philadelphia,memphis,pennsylvania,tennessee,4
philadelphia,pennsylvania,boston,massachusetts,4
philadelphia,seattle,pennsylvania,washington,4
philadelphia,pennsylvania,denver,colorado,4
philadelphia,baltimore,pennsylvania,maryland,4
philadelphia,pennsylvania,nashville,tennessee,4
philadelphia,louisville,pennsylvania,kentucky,4
philadelphia,pennsylvania,milwaukee,wisconsin,4
philadelphia,portland,pennsylvania,oregon,4
philadelphia,pennsylvania,tucson,arizona,4
philadelphia,fresno,pennsylvania,california,4
philadelphia,pennsylvania,sacramento,california,4
philadelphia,mesa,pennsylvania,arizona,4
philadelphia,pennsylvania,atlanta,georgia,4
philadelphia,omaha,pennsylvania,nebraska,4
philadelphia,pennsylvania,miami,florida,4
philadelphia,tulsa,pennsylvania,oklahoma,4
philadelphia,pennsylvania,oakland,california,4
philadelphia,cleveland,pennsylvania,ohio,4
philadelphia,pennsylvania,minneapolis,minnesota,4
philadelphia,wichita,pennsylvania,kansas,4
philadelphia,pennsylvania,arlington,texas,4
philadelphia,bakersfield,pennsylvania,california,4
philadelphia,pennsylvania,tampa,florida,4
philadelphia,anaheim,pennsylvania,california,4
philadelphia,pennsylvania,honolulu,hawaii,4
philadelphia,lexington,pennsylvania,kentucky,4
philadelphia,pennsylvania,stockton,california,4
philadelphia,cincinnati,pennsylvania,ohio,4
philadelphia,pennsylvania,anchorage,alaska,4
philadelphia,toledo,pennsylvania,ohio,4
philadelphia,pennsylvania,plano,texas,4
phoenix,dallas,arizona,texas,4
phoenix,arizona,jacksonville,florida,4
phoenix,indianapolis,arizona,indiana,4
phoenix,arizona,austin,texas,4
phoenix,detroit,arizona,michigan,4
phoenix,arizona,memphis,tennessee,4
phoenix,boston,arizona,massachusetts,4
phoenix,arizona,seattle,washington,4
phoenix,denver,arizona,colorado,4
phoenix,arizona,baltimore,maryland,4
phoenix,nashville,arizona,tennessee,4
phoenix,arizona,louisville,kentucky,4
phoenix,milwaukee,arizona,wisconsin,4
phoenix,arizona,portland,oregon,4
phoenix,fresno,arizona,california,4
phoenix,arizona,sacramento,california,4
phoenix,atlanta,arizona,georgia,4
phoenix,arizona,omaha,nebraska,4
phoenix,miami,arizona,florida,4
phoenix,arizona,tulsa,oklahoma,4
phoenix,oakland,arizona,california,4
phoenix,arizona,cleveland,ohio,4
phoenix,minneapolis,arizona,minnesota,4
phoenix,arizona,wichita,kansas,4
phoenix,arlington,arizona,texas,4
phoenix,arizona,bakersfield,california,4
phoenix,tampa,arizona,florida,4
phoenix,arizona,anaheim,california,4
phoenix,honolulu,arizona,hawaii,4
phoenix,arizona,pittsburgh,pennsylvania,4
phoenix,lexington,arizona,kentucky,4
phoenix,arizona,stockton,california,4
phoenix,cincinnati,arizona,ohio,4
phoenix,arizona,anchorage,alaska,4
phoenix,toledo,arizona,ohio,4
phoenix,arizona,plano,texas,4
phoenix,henderson,arizona,nevada,4
dallas,texas,jacksonville,florida,4
dallas,indianapolis,texas,indiana,4
dallas,texas,detroit,michigan,4
dallas,memphis,texas,tennessee,4
dallas,texas,boston,massachusetts,4
dallas,seattle,texas,washington,4
dallas,texas,denver,colorado,4
dallas,baltimore,texas,maryland,4
dallas,texas,nashville,tennessee,4
dallas,louisville,texas,kentucky,4
dallas,texas,milwaukee,wisconsin,4
dallas,portland,texas,oregon,4
dallas,texas,tucson,arizona,4
dallas,fresno,texas,california,4
dallas,texas,sacramento,california,4
dallas,mesa,texas,arizona,4
dallas,texas,atlanta,georgia,4
dallas,omaha,texas,nebraska,4
dallas,texas,miami,florida,4
dallas,tulsa,texas,oklahoma,4
dallas,texas,oakland,california,4
dallas,cleveland,texas,ohio,4
dallas,texas,minneapolis,minnesota,4
dallas,wichita,texas,kansas,4
dallas,texas,bakersfield,california,4
dallas,tampa,texas,florida,4
dallas,texas,anaheim,california,4
dallas,honolulu,texas,hawaii,4
dallas,texas,pittsburgh,pennsylvania,4
dallas,lexington,texas,kentucky,4
dallas,texas,stockton,california,4
dallas,cincinnati,texas,ohio,4
dallas,texas,anchorage,alaska,4
dallas,toledo,texas,ohio,4
dallas,texas,henderson,nevada,4
dallas,orlando,texas,florida,4
jacksonville,florida,indianapolis,indiana,4
jacksonville,austin,florida,texas,4
jacksonville,florida,detroit,michigan,4
jacksonville,memphis,florida,tennessee,4
jacksonville,florida,boston,massachusetts,4
jacksonville,seattle,florida,washington,4
jacksonville,florida,denver,colorado,4
jacksonville,baltimore,florida,maryland,4
jacksonville,florida,nashville,tennessee,4
jacksonville,louisville,florida,kentucky,4
jacksonville,florida,milwaukee,wisconsin,4
jacksonville,portland,florida,oregon,4
jacksonville,florida,tucson,arizona,4
jacksonville,fresno,florida,california,4
jacksonville,florida,sacramento,california,4
jacksonville,mesa,florida,arizona,4
