athens,greece,baghdad,iraq,1
athens,bangkok,greece,thailand,1
athens,greece,beijing,china,1
athens,berlin,greece,germany,1
athens,greece,bern,switzerland,1
athens,cairo,greece,egypt,1
athens,greece,canberra,australia,1
athens,hanoi,greece,vietnam,1
athens,greece,havana,cuba,1
athens,helsinki,greece,finland,1
athens,greece,islamabad,pakistan,1
athens,kabul,greece,afghanistan,1
athens,greece,london,england,1
athens,madrid,greece,spain,1
athens,greece,moscow,russia,1
athens,oslo,greece,norway,1
athens,greece,ottawa,canada,1
athens,paris,greece,france,1
athens,greece,rome,italy,1
athens,stockholm,greece,sweden,1
athens,greece,tehran,iran,1
athens,tokyo,greece,japan,1
baghdad,iraq,bangkok,thailand,1
baghdad,beijing,iraq,china,1
baghdad,iraq,berlin,germany,1
baghdad,bern,iraq,switzerland,1
baghdad,iraq,cairo,egypt,1
baghdad,canberra,iraq,australia,1
baghdad,iraq,hanoi,vietnam,1
baghdad,havana,iraq,cuba,1
baghdad,iraq,helsinki,finland,1
baghdad,islamabad,iraq,pakistan,1
baghdad,iraq,kabul,afghanistan,1
baghdad,london,iraq,england,1
baghdad,iraq,madrid,spain,1
baghdad,moscow,iraq,russia,1
baghdad,iraq,oslo,norway,1
baghdad,ottawa,iraq,canada,1
baghdad,iraq,paris,france,1
baghdad,rome,iraq,italy,1
baghdad,iraq,stockholm,sweden,1
baghdad,tehran,iraq,iran,1
baghdad,iraq,tokyo,japan,1
bangkok,beijing,thailand,china,1
bangkok,thailand,berlin,germany,1
bangkok,bern,thailand,switzerland,1
bangkok,thailand,cairo,egypt,1
bangkok,canberra,thailand,australia,1
bangkok,thailand,hanoi,vietnam,1
bangkok,havana,thailand,cuba,1
bangkok,thailand,helsinki,finland,1
bangkok,islamabad,thailand,pakistan,1
bangkok,thailand,kabul,afghanistan,1
bangkok,london,thailand,england,1
bangkok,thailand,madrid,spain,1
bangkok,moscow,thailand,russia,1
bangkok,thailand,oslo,norway,1
bangkok,ottawa,thailand,canada,1
bangkok,thailand,paris,france,1
bangkok,rome,thailand,italy,1
bangkok,thailand,stockholm,sweden,1
bangkok,tehran,thailand,iran,1
bangkok,thailand,tokyo,japan,1
beijing,berlin,china,germany,1
beijing,china,bern,switzerland,1
beijing,cairo,china,egypt,1
beijing,china,canberra,australia,1
beijing,hanoi,china,vietnam,1
beijing,china,havana,cuba,1
beijing,helsinki,china,finland,1
beijing,china,islamabad,pakistan,1
beijing,kabul,china,afghanistan,1
beijing,china,london,england,1
beijing,madrid,china,spain,1
beijing,china,moscow,russia,1
beijing,oslo,china,norway,1
beijing,china,ottawa,canada,1
beijing,paris,china,france,1
beijing,china,rome,italy,1
beijing,stockholm,china,sweden,1
beijing,china,tehran,iran,1
beijing,tokyo,china,japan,1
berlin,germany,bern,switzerland,1
berlin,cairo,germany,egypt,1
berlin,germany,canberra,australia,1
berlin,hanoi,germany,vietnam,1
berlin,germany,havana,cuba,1
berlin,helsinki,germany,finland,1
berlin,germany,islamabad,pakistan,1
berlin,kabul,germany,afghanistan,1
berlin,germany,london,england,1
berlin,madrid,germany,spain,1
berlin,germany,moscow,russia,1
berlin,oslo,germany,norway,1
berlin,germany,ottawa,canada,1
berlin,paris,germany,france,1
berlin,germany,rome,italy,1
berlin,stockholm,germany,sweden,1
berlin,germany,tehran,iran,1
berlin,tokyo,germany,japan,1
bern,switzerland,cairo,egypt,1
bern,canberra,switzerland,australia,1
bern,switzerland,hanoi,vietnam,1
bern,havana,switzerland,cuba,1
bern,switzerland,helsinki,finland,1
bern,islamabad,switzerland,pakistan,1
bern,switzerland,kabul,afghanistan,1
bern,london,switzerland,england,1
bern,switzerland,madrid,spain,1
bern,moscow,switzerland,russia,1
bern,switzerland,oslo,norway,1
bern,ottawa,switzerland,canada,1
bern,switzerland,paris,france,1
bern,rome,switzerland,italy,1
bern,switzerland,stockholm,sweden,1
bern,tehran,switzerland,iran,1
bern,switzerland,tokyo,japan,1
cairo,canberra,egypt,australia,1
cairo,egypt,hanoi,vietnam,1
cairo,havana,egypt,cuba,1
cairo,egypt,helsinki,finland,1
cairo,islamabad,egypt,pakistan,1
cairo,egypt,kabul,afghanistan,1
cairo,london,egypt,england,1
cairo,egypt,madrid,spain,1
cairo,moscow,egypt,russia,1
cairo,egypt,oslo,norway,1
cairo,ottawa,egypt,canada,1
cairo,egypt,paris,france,1
cairo,rome,egypt,italy,1
cairo,egypt,stockholm,sweden,1
cairo,tehran,egypt,iran,1
cairo,egypt,tokyo,japan,1
canberra,hanoi,australia,vietnam,1
canberra,australia,havana,cuba,1
canberra,helsinki,australia,finland,1
canberra,australia,islamabad,pakistan,1
canberra,kabul,australia,afghanistan,1
canberra,australia,london,england,1
canberra,madrid,australia,spain,1
canberra,australia,moscow,russia,1
canberra,oslo,australia,norway,1
